0.00021000	116.95	-906.00
0.00021000	116.95	-1018.0
0.00021000	116.95	-1404.0
0.00021000	116.95	-1132.0
0.00021000	116.95	-1039.0
0.00021000	116.95	-1048.0
0.00021000	116.95	-1291.0
0.00021000	116.95	-905.00
0.00021000	116.95	-911.00
0.00021000	116.95	-943.00
0.00021000	116.95	-1211.0
0.00021001	116.95	-929.00
0.00021001	116.95	-951.00
0.00021001	116.95	-1100.0
0.00021001	116.95	-1322.0
0.00021001	116.95	-1040.0
0.00021001	116.95	-1125.0
0.00021001	116.95	-1162.0
0.00021001	116.96	-1450.0
0.00021001	116.96	-1170.0
0.00021001	116.96	-1087.0
0.00021001	116.96	-1177.0
0.00021001	116.96	-1196.0
0.00021001	116.96	-719.00
0.00021001	116.96	-691.00
0.00021001	116.96	-734.00
0.00021001	116.96	-1175.0
0.00021001	116.96	-978.00
0.00021001	116.96	-985.00
0.00021001	116.96	-1038.0
0.00021001	116.96	-1151.0
0.00021002	116.96	-682.00
0.00021002	116.96	-713.00
0.00021002	116.96	-737.00
0.00021002	116.96	-1126.0
0.00021002	116.96	-986.00
0.00021002	116.97	-1060.0
0.00021002	116.97	-1245.0
0.00021002	116.97	-1380.0
0.00021002	116.97	-1066.0
0.00021002	116.97	-1019.0
0.00021002	116.97	-1050.0
0.00021002	116.97	-1277.0
0.00021002	116.97	-1007.0
0.00021002	116.97	-1013.0
0.00021002	116.97	-1079.0
0.00021002	116.97	-1282.0
0.00021002	116.97	-830.00
0.00021002	116.97	-768.00
0.00021002	116.97	-880.00
0.00021002	116.97	-1242.0
0.00021003	116.97	-950.00
0.00021003	116.97	-939.00
0.00021003	116.97	-1058.0
0.00021003	116.98	-1154.0
0.00021003	116.98	-853.00
0.00021003	116.98	-800.00
0.00021003	116.98	-982.00
0.00021003	116.98	-1277.0
0.00021003	116.98	-886.00
0.00021003	116.98	-880.00
0.00021003	116.98	-996.00
0.00021003	116.98	-1318.0
0.00021003	116.98	-1086.0
0.00021003	116.98	-1119.0
0.00021003	116.98	-1212.0
0.00021003	116.98	-1421.0
0.00021003	116.98	-1112.0
0.00021003	116.98	-956.00
0.00021003	116.98	-1049.0
0.00021003	116.98	-1155.0
0.00021004	116.98	-764.00
0.00021004	116.99	-691.00
0.00021004	116.99	-857.00
0.00021004	116.99	-1204.0
