0	4
0.15	19
0.3	75
0.45	81
0.6	48
0.75	62
0.9	93
1.05	40
1.2	46
1.35	85
1.5	94
1.65	51
1.8	19
1.95	17
2.1	53
2.25	82
2.4	95
2.55	97
2.7	37
2.85	22
3	13
3.15	89
3.3	66
3.45	99
3.6	47
3.75	99
3.9	15
4.05	90
4.2	34
4.35	24
4.5	13
4.65	55
4.8	82
4.95	56
5.1	93
5.25	42
5.4	7
5.55	91
5.7	37
5.85	17
6	86
6.15	57
6.3	83
6.45	80
6.6	37
6.75	15
6.9	13
7.05	48
7.2	23
7.35	1
7.5	94
7.65	76
7.8	42
7.95	40
8.1	8
8.25	66
8.4	26
8.55	40
8.7	45
8.85	69
9	8
9.15	10
9.3	2
9.45	9
9.6	50
9.75	5
9.9	70
10.05	99
10.2	90
10.35	96
10.5	87
10.65	77
10.8	44
10.95	68
11.1	13
11.25	16
11.4	57
11.55	40
11.7	43
11.85	88
12	53
12.15	94
12.3	38
12.45	73
12.6	84
12.75	54
12.9	66
13.05	87
13.2	54
13.35	78
13.5	78
13.65	50
13.8	89
13.95	37
14.1	34
14.25	8
14.4	62
14.55	29
14.7	84
14.85	43
15	233
15.15	585
15.3	1014
15.45	796
15.6	316
15.75	146
15.9	83
16.05	30
16.2	36
16.35	106
16.5	374
16.65	680
16.8	872
16.95	503
17.1	260
17.25	112
17.4	12
17.55	4
17.7	2
17.85	63
18	55
18.15	86
18.3	66
18.45	54
18.6	88
18.75	67
18.9	48
19.05	35
19.2	92
19.35	51
19.5	48
19.65	57
19.8	95
19.95	63
20.1	12
20.25	21
20.4	68
20.55	44
20.7	10
20.85	55
21	26
21.15	62
21.3	2
21.45	85
21.6	77
21.75	40
21.9	74
22.05	59
22.2	84
22.35	48
22.5	57
22.65	55
22.8	71
22.95	11
23.1	89
23.25	32
23.4	49
23.55	67
23.7	70
23.85	84
24	74
24.15	45
24.3	29
24.45	59
24.6	62
24.75	44
24.9	55
25.05	12
25.2	80
25.35	37
25.5	51
25.65	94
25.8	16
25.95	42
26.1	23
26.25	37
26.4	7
26.55	60
26.7	1
26.85	97
27	38
27.15	45
27.3	11
27.45	83
27.6	98
27.75	9
27.9	14
28.05	12
28.2	81
28.35	94
28.5	53
28.65	58
28.8	20
28.95	65
29.1	38
29.25	55
29.4	74
29.55	99
29.7	73
29.85	77
30	96
